canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,fuente
CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1CO,CHEMBL3357136,EC50,nM,100.0,EC50,uM,0.1,ChEMBL
COC(=O)Nc1cc(NC(=O)c2c[nH]c3ccccc3c2=O)ccc1C(C)(C)C,CHEMBL3357134,EC50,nM,3500.0,EC50,uM,3.5,ChEMBL
CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,CHEMBL3357132,EC50,nM,100.0,EC50,uM,0.1,ChEMBL
CCCc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,CHEMBL3357131,EC50,nM,400.0,EC50,uM,0.4,ChEMBL
CC(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,CHEMBL3357130,EC50,nM,300.0,EC50,uM,0.3,ChEMBL
CCc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,CHEMBL3357129,EC50,nM,1700.0,EC50,uM,1.7,ChEMBL
Cc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,CHEMBL3357128,EC50,nM,6000.0,EC50,uM,6.0,ChEMBL
Nc1cccc(NC(=O)c2c[nH]c3ccccc3c2=O)c1,CHEMBL3357127,EC50,nM,6900.0,EC50,uM,6.9,ChEMBL
CC(C)(C)c1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL3357126,EC50,nM,11.0,EC50,uM,0.011,ChEMBL
CCc1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL3357125,EC50,nM,20.0,EC50,uM,0.02,ChEMBL
CC(C)(C)c1c[nH]c2cc(NC(=O)c3c[nH]c4ccccc4c3=O)ccc12,CHEMBL3356646,EC50,nM,9.0,EC50,uM,0.009,ChEMBL
CCc1c[nH]c2cc(NC(=O)c3c[nH]c4ccccc4c3=O)ccc12,CHEMBL3356645,EC50,nM,100.0,EC50,uM,0.1,ChEMBL
O=C(Nc1ccc2cn[nH]c2c1)c1c[nH]c2ccccc2c1=O,CHEMBL3356638,EC50,nM,5600.0,EC50,uM,5.6,ChEMBL
Cn1ccc2ccc(NC(=O)c3c[nH]c4ccccc4c3=O)cc21,CHEMBL3356636,EC50,nM,6400.0,EC50,uM,6.4,ChEMBL
O=C(Nc1ccc2c(c1)NCC2)c1c[nH]c2ccccc2c1=O,CHEMBL3356635,EC50,nM,400.0,EC50,uM,0.4,ChEMBL
O=C(Nc1ccc2cc[nH]c2c1)c1c[nH]c2ccccc2c1=O,CHEMBL3354673,EC50,nM,100.0,EC50,uM,0.1,ChEMBL
O=C(Nc1ccc2[nH]ccc2c1)c1c[nH]c2ccccc2c1=O,CHEMBL3356634,EC50,nM,6100.0,EC50,uM,6.1,ChEMBL
O=C(Nc1ccc2ccccc2c1)c1c[nH]c2ccccc2c1=O,CHEMBL3356633,EC50,nM,800.0,EC50,uM,0.8,ChEMBL
CC(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1,CHEMBL3356632,EC50,nM,200.0,EC50,uM,0.2,ChEMBL
CCc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1,CHEMBL3356631,EC50,nM,800.0,EC50,uM,0.8,ChEMBL
CC(C)c1ccccc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL3356630,EC50,nM,200.0,EC50,uM,0.2,ChEMBL
CCc1cccc(CC)c1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL3356629,EC50,nM,1500.0,EC50,uM,1.5,ChEMBL
N#CCc1ccccc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL3356628,EC50,nM,8500.0,EC50,uM,8.5,ChEMBL
CCc1ccccc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL3356627,EC50,nM,200.0,EC50,uM,0.2,ChEMBL
O=C(Nc1ccccc1)c1c[nH]c2ccccc2c1=O,CHEMBL3356626,EC50,nM,1300.0,EC50,uM,1.3,ChEMBL
O=C(c1ccc2ccccc2c1O)N(Cc1ccccc1)Cc1ccccc1,CHEMBL3356625,EC50,nM,3500.0,EC50,uM,3.5,ChEMBL
O=C(c1cnc2ccccc2c1)N(Cc1ccccc1)Cc1ccccc1,CHEMBL3356621,EC50,nM,16000.0,EC50,uM,16.0,ChEMBL
O=C(c1c[nH]c2ccccc2c1=O)N(Cc1ccccc1)Cc1ccccc1,CHEMBL3354672,EC50,nM,2100.0,EC50,uM,2.1,ChEMBL
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL2010601,EC50,nM,236.0,EC50,uM,0.236,ChEMBL
O=C(c1c[nH]c2ccccc2c1=O)N(Cc1ccccc1)Cc1ccccc1,CHEMBL3354672,EC50,nM,2100.0,EC50,uM,2.1,ChEMBL
O=C(Nc1ccc2cc[nH]c2c1)c1c[nH]c2ccccc2c1=O,CHEMBL3354673,EC50,nM,100.0,EC50,uM,0.1,ChEMBL
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL2010601,EC50,nM,3.0,EC50,uM,0.003,ChEMBL
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL2010601,EC50,nM,236.0,EC50,uM,0.236,ChEMBL
CSc1cccc(Nc2nc(-c3cc(Cl)cs3)cs2)c1,CHEMBL3597937,EC50,nM,15000.0,EC50,uM,15.0,ChEMBL
CSc1cccc(Nc2nc(-c3cc(Cl)cc(C(F)(F)F)c3)cs2)c1,CHEMBL3597929,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3ccc(Cl)c(Cl)c3)cs2)c1,CHEMBL3597927,EC50,,,EC50,,,ChEMBL
FC(F)(F)Sc1cccc(Nc2nc(-c3cccc(Cl)c3)cs2)c1,CHEMBL3597907,EC50,nM,32000.0,EC50,uM,32.0,ChEMBL
CSc1cccc(Nc2nc(-c3sc(-c4ccccc4)nc3C)cs2)c1,CHEMBL3597889,EC50,,,EC50,,,ChEMBL
CCOC(=O)c1cc(-c2csc(Nc3cccc(SC)c3)n2)on1,CHEMBL3597886,EC50,nM,58000.0,EC50,uM,58.0,ChEMBL
CSc1cccc(Nc2nc(-c3nccs3)cs2)c1,CHEMBL3597884,EC50,nM,9500.0,EC50,uM,9.5,ChEMBL
CSc1cccc(Nc2nc(-c3cccs3)cs2)c1,CHEMBL3597882,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3ccc4c(c3)OCO4)cs2)c1,CHEMBL3597875,EC50,nM,71000.0,EC50,uM,71.0,ChEMBL
CSc1cccc(Nc2nc(-c3ccc4[nH]c(=O)oc4c3)cs2)c1,CHEMBL3597874,EC50,nM,6400.0,EC50,uM,6.4,ChEMBL
CSc1cccc(Nc2nc(-c3ccc(F)c(Br)c3)cs2)c1,CHEMBL3597865,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3cccc(Cl)c3)cs2)c1,CHEMBL3597853,EC50,nM,53000.0,EC50,uM,53.0,ChEMBL
CSc1cccc(Nc2nc(-c3ccc(F)cc3)cs2)c1,CHEMBL3597843,EC50,nM,27000.0,EC50,uM,27.0,ChEMBL
CSc1cccc(Nc2nc(-c3ccc(C#N)cc3)cs2)c1,CHEMBL3597841,EC50,nM,34000.0,EC50,uM,34.0,ChEMBL
CSc1cccc(Nc2nc(-c3cc(Cl)cs3)cs2)c1,CHEMBL3597937,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3cc(Cl)cc(C(F)(F)F)c3)cs2)c1,CHEMBL3597929,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3ccc(Cl)c(Cl)c3)cs2)c1,CHEMBL3597927,EC50,nM,14000.0,EC50,uM,14.0,ChEMBL
FC(F)(F)Sc1cccc(Nc2nc(-c3cccc(Cl)c3)cs2)c1,CHEMBL3597907,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3sc(-c4ccccc4)nc3C)cs2)c1,CHEMBL3597889,EC50,nM,5700.0,EC50,uM,5.7,ChEMBL
CCOC(=O)c1cc(-c2csc(Nc3cccc(SC)c3)n2)on1,CHEMBL3597886,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3nccs3)cs2)c1,CHEMBL3597884,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3cccs3)cs2)c1,CHEMBL3597882,EC50,nM,8500.0,EC50,uM,8.5,ChEMBL
CSc1cccc(Nc2nc(-c3ccc4c(c3)OCO4)cs2)c1,CHEMBL3597875,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3ccc4[nH]c(=O)oc4c3)cs2)c1,CHEMBL3597874,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3ccc(F)c(Br)c3)cs2)c1,CHEMBL3597865,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3cccc(Cl)c3)cs2)c1,CHEMBL3597853,EC50,nM,5300.0,EC50,uM,5.3,ChEMBL
CSc1cccc(Nc2nc(-c3ccc(F)cc3)cs2)c1,CHEMBL3597843,EC50,,,EC50,,,ChEMBL
CSc1cccc(Nc2nc(-c3ccc(C#N)cc3)cs2)c1,CHEMBL3597841,EC50,,,EC50,,,ChEMBL
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(CC2CCCCC2)CC3)CC1,CHEMBL3747604,EC50,nM,900.0,EC50,uM,0.9,ChEMBL
CC(C)c1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCN(C)C)CC4)c3C2)cc1,CHEMBL3747771,EC50,nM,300.0,EC50,uM,0.3,ChEMBL
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccsc2)CC3)CC1,CHEMBL3746133,EC50,nM,200.0,EC50,uM,0.2,ChEMBL
COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1,CHEMBL3746321,EC50,nM,2300.0,EC50,uM,2.3,ChEMBL
COc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCCn4ccnc4)c3C2)cc1,CHEMBL3746547,EC50,nM,200.0,EC50,uM,0.2,ChEMBL
COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCC(C(N)=O)CC4)c3C2)cc1,CHEMBL3747330,EC50,nM,3500.0,EC50,uM,3.5,ChEMBL
COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCO)CC4)c3C2)cc1,CHEMBL3746769,EC50,nM,400.0,EC50,uM,0.4,ChEMBL
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3747046,EC50,nM,1500.0,EC50,uM,1.5,ChEMBL
CN1CCN(CCCNc2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3746756,EC50,nM,3100.0,EC50,uM,3.1,ChEMBL
Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL2103870,EC50,nM,2600.0,EC50,uM,2.6,ChEMBL
COc1ccc(S(=O)(=O)N2CCN(C(C)c3nc(OC4CCCCC4)c4ccccc4n3)CC2)cc1,CHEMBL1257047,EC50,nM,2200.0,EC50,uM,2.2,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL260775,EC50,nM,1100.0,EC50,uM,1.1,ChEMBL
NC(=O)CN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3747654,EC50,nM,2800.0,EC50,uM,2.8,ChEMBL
NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3746059,EC50,nM,1400.0,EC50,uM,1.4,ChEMBL
OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1,CHEMBL3745884,EC50,nM,2800.0,EC50,uM,2.8,ChEMBL
OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1,CHEMBL3745884,EC50,nM,400.0,EC50,uM,0.4,ChEMBL
Fc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCN4CCCC4)c3C2)cc1,CHEMBL3747159,EC50,nM,200.0,EC50,uM,0.2,ChEMBL
CC(=O)NCCNc1nc(-c2ccccn2)nc2c1CN(Cc1ccc(F)cc1)CC2,CHEMBL3745927,EC50,nM,200.0,EC50,uM,0.2,ChEMBL
CC(=O)NC1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)CC1,CHEMBL3745838,EC50,nM,700.0,EC50,uM,0.7,ChEMBL
CCN(C(C)=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(OC)cc2)CC3)C1,CHEMBL3746126,EC50,nM,300.0,EC50,uM,0.3,ChEMBL
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3747046,EC50,nM,11700.0,EC50,uM,11.7,ChEMBL
COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1,CHEMBL3746321,EC50,nM,10900.0,EC50,uM,10.9,ChEMBL
CC(=O)NC1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)CC1,CHEMBL3745838,EC50,nM,1900.0,EC50,uM,1.9,ChEMBL
CC(=O)NCCNc1nc(-c2ccccn2)nc2c1CN(Cc1ccc(F)cc1)CC2,CHEMBL3745927,EC50,nM,400.0,EC50,uM,0.4,ChEMBL
Fc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCN4CCCC4)c3C2)cc1,CHEMBL3747159,EC50,nM,500.0,EC50,uM,0.5,ChEMBL
CC(C)(C)c1cc2cc(NC(=O)C3(c4ccc5c(c4)CCC5)CC3)ccc2n1C[C@@H](O)CO,CHEMBL3956217,EC50,nM,981.0,EC50,uM,0.981,ChEMBL
CC(C)(CCOC[C@@H](O)CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,CHEMBL3894447,EC50,nM,3095.0,EC50,uM,3.095,ChEMBL
CC(C)(C)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1CC[N+](C)(C)C,CHEMBL3897147,EC50,nM,38.1,EC50,uM,0.0381,ChEMBL
CC(C)(C)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)c(F)cc2n1C[C@@H](O)CO,CHEMBL3923765,EC50,nM,65.95,EC50,uM,0.06595,ChEMBL
CC(C)(CCO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,CHEMBL3908746,EC50,nM,81.75,EC50,uM,0.08175,ChEMBL
CC(C)(C)c1cc2c(C#N)c(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)ccc2n1CCO,CHEMBL3898560,EC50,nM,181.0,EC50,uM,0.181,ChEMBL
CC(C)(C)c1cc2c(C#N)c(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)ccc2[nH]1,CHEMBL3986594,EC50,nM,283.5,EC50,uM,0.2835,ChEMBL
CC1(C)CCn2c1cc1cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc12,CHEMBL3936630,EC50,nM,228.5,EC50,uM,0.2285,ChEMBL
CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,CHEMBL3544914,EC50,nM,272.0,EC50,uM,0.272,ChEMBL
CC(C)(CCOC[C@@H](O)CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2[nH]1,CHEMBL3933231,EC50,nM,285.0,EC50,uM,0.285,ChEMBL
COc1ccc(C2(C(=O)Nc3ccc4[nH]c(C(C)(C)C)cc4c3)CC2(C)C)cc1,CHEMBL3910383,EC50,nM,4525.0,EC50,uM,4.525,ChEMBL
COc1ccc(C2(C(=O)Nc3ccc4c(c3)cc(C(C)(C)C)n4C[C@@H](O)CO)CC2(C)C)cc1,CHEMBL3948182,EC50,nM,39.05,EC50,uM,0.03905,ChEMBL
CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2[nH]1,CHEMBL3897640,EC50,nM,4315.0,EC50,uM,4.315,ChEMBL
CC(C)(C)c1cc2cc(NC(=O)C3(c4ccc(O)c(O)c4)CC3)ccc2n1C[C@@H](O)CO,CHEMBL3979390,EC50,nM,1810.0,EC50,uM,1.81,ChEMBL
CCN(CC)c1nc(Nc2ccc(F)cc2)nc(OCC(F)(F)C(F)F)n1,CHEMBL4097540,EC50,nM,4800.0,EC50,uM,4.8,ChEMBL
CCN(CC)c1nc(Nc2ccc(C(=O)O)cc2)nc(OCC(F)(F)C(F)F)n1,CHEMBL4074144,EC50,nM,2500.0,EC50,uM,2.5,ChEMBL
CCN(CC)c1nc(Nc2ccccc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4100901,EC50,nM,240.0,EC50,uM,0.24,ChEMBL
CCN(CC)c1nc(Nc2ccc([N+](=O)[O-])cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4065523,EC50,nM,18000.0,EC50,uM,18.0,ChEMBL
CCN(CC)c1nc(Nc2ccc(F)cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4093184,EC50,nM,700.0,EC50,uM,0.7,ChEMBL
CCN(CC)c1nc(Nc2ccc(C(=O)O)cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4092200,EC50,nM,900.0,EC50,uM,0.9,ChEMBL
CCN(CC)c1nc(Nc2cccc([N+](=O)[O-])c2)nc(OCC(F)(F)C(F)F)n1,CHEMBL4071412,EC50,nM,1200.0,EC50,uM,1.2,ChEMBL
CCN(CC)c1nc(Nc2cccc(Cl)c2)nc(OCC(F)(F)C(F)F)n1,CHEMBL4084446,EC50,nM,5400.0,EC50,uM,5.4,ChEMBL
CCN(CC)c1nc(Nc2cccc(F)c2)nc(OCC(F)(F)C(F)F)n1,CHEMBL4062768,EC50,nM,1600.0,EC50,uM,1.6,ChEMBL
CCN(CC)c1nc(Nc2cccc(C(=O)O)c2)nc(OCC(F)(F)C(F)F)n1,CHEMBL4096577,EC50,nM,500.0,EC50,uM,0.5,ChEMBL
CCN(CC)c1nc(Nc2cccc([N+](=O)[O-])c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4078552,EC50,nM,200.0,EC50,uM,0.2,ChEMBL
CCN(CC)c1nc(Nc2cccc(Cl)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4070356,EC50,nM,2800.0,EC50,uM,2.8,ChEMBL
CCN(CC)c1nc(Nc2cccc(F)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4097536,EC50,nM,140.0,EC50,uM,0.14,ChEMBL
CCN(CC)c1nc(Nc2cccc(C(=O)O)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4080996,EC50,nM,160.0,EC50,uM,0.16,ChEMBL
CCN(CC)c1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1,CHEMBL4070362,EC50,nM,2000.0,EC50,uM,2.0,ChEMBL
CCN(CC)c1nc(Nc2ccc3cn[nH]c3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4067285,EC50,nM,900.0,EC50,uM,0.9,ChEMBL
CCN(CC)c1nc(Nc2ccc3[nH]ncc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4094736,EC50,nM,2800.0,EC50,uM,2.8,ChEMBL
CCN(CC)c1nc(Nc2ccc3ncoc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4104898,EC50,nM,150.0,EC50,uM,0.15,ChEMBL
CCN(CC)c1nc(Nc2ccc3ncsc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4087035,EC50,nM,50.0,EC50,uM,0.05,ChEMBL
CNc1nc(Nc2ccccc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4097188,EC50,nM,120.0,EC50,uM,0.12,ChEMBL
CNc1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1,CHEMBL4079174,EC50,nM,40.0,EC50,uM,0.04,ChEMBL
CCN(CC)c1nc(Nc2ccc3ncsc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL4087035,EC50,nM,30.0,EC50,nM,30.0,ChEMBL
CNc1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1,CHEMBL4079174,EC50,nM,31.0,EC50,nM,31.0,ChEMBL
Nc1ccc([N+](=O)[O-])cc1-c1nc2ccccc2n(Cc2ccccc2)c1=O,CHEMBL4086433,EC50,nM,200.0,EC50,nM,200.0,ChEMBL
COC(=O)c1ccc([N+](=O)[O-])c(-c2nc3ccccc3n(Cc3ccccc3)c2=O)c1,CHEMBL4064970,EC50,nM,9900.0,EC50,uM,9.9,ChEMBL
O=C(O)c1ccc([N+](=O)[O-])c(-c2nc3ccccc3n(Cc3ccccc3)c2=O)c1,CHEMBL4089825,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1,CHEMBL4068723,EC50,nM,9.0,EC50,uM,0.009,ChEMBL
O=c1c(-c2ccccc2[N+](=O)[O-])nc2ccccc2n1Cc1ccccc1,CHEMBL4103866,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
O=c1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2n1Cc1ccccc1,CHEMBL4085942,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
O=c1c(-c2ccc(C(F)(F)F)cc2)nc2ccccc2n1Cc1ccccc1,CHEMBL4066115,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
O=c1c(-c2cccc(Br)c2)nc2ccccc2n1Cc1ccccc1,CHEMBL4093693,EC50,nM,330.0,EC50,uM,0.33,ChEMBL
O=c1c(-c2ccccc2)nc2ccccc2n1Cc1ccccc1,CHEMBL4074724,EC50,nM,5000.0,EC50,uM,5.0,ChEMBL
O=c1c(-c2ccc(F)c([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1,CHEMBL4101412,EC50,nM,690.0,EC50,uM,0.69,ChEMBL
COC(=O)c1ccc(N)c(-c2nc3ccccc3n(Cc3ccccc3)c2=O)c1,CHEMBL4084994,EC50,nM,550.0,EC50,uM,0.55,ChEMBL
Nc1ccc(C(=O)O)cc1-c1nc2ccccc2n(Cc2ccccc2)c1=O,CHEMBL4063348,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
N#Cc1cccc(-c2nc3ccccc3n(Cc3ccccc3)c2=O)c1,CHEMBL4069832,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
O=c1c(-c2ccc3nonc3c2)nc2ccccc2n1Cc1ccccc1,CHEMBL4097026,EC50,nM,18.0,EC50,uM,0.018,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccc(Cl)cc2n1Cc1ccccc1,CHEMBL4061323,EC50,nM,760.0,EC50,uM,0.76,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2cc(Cl)ccc2n1Cc1ccccc1,CHEMBL4083185,EC50,nM,70.0,EC50,uM,0.07,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2c(Cl)cccc2n1Cc1ccccc1,CHEMBL4099611,EC50,nM,110.0,EC50,uM,0.11,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2cc(Cl)c(Cl)cc2n1Cc1ccccc1,CHEMBL4072713,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccc(Br)cc2n1Cc1ccccc1,CHEMBL4091878,EC50,,,EC50,,,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2cc(Br)ccc2n1Cc1ccccc1,CHEMBL4064125,EC50,nM,63.0,EC50,uM,0.063,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2cc(F)c(F)cc2n1Cc1ccccc1,CHEMBL4084118,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
Cc1cccc2nc(-c3cccc([N+](=O)[O-])c3)c(=O)n(Cc3ccccc3)c12,CHEMBL4102104,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
Cc1cc2nc(-c3cccc([N+](=O)[O-])c3)c(=O)n(Cc3ccccc3)c2cc1C,CHEMBL4096257,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
O=c1[nH]c2ccccc2nc1-c1cccc([N+](=O)[O-])c1,CHEMBL4068990,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
Cn1c(=O)c(-c2cccc([N+](=O)[O-])c2)nc2ccccc21,CHEMBL4082320,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
CCn1c(=O)c(-c2cccc([N+](=O)[O-])c2)nc2ccccc21,CHEMBL4060418,EC50,nM,65.0,EC50,uM,0.065,ChEMBL
CCCn1c(=O)c(-c2cccc([N+](=O)[O-])c2)nc2ccccc21,CHEMBL4071817,EC50,nM,177.0,EC50,uM,0.177,ChEMBL
C=CCn1c(=O)c(-c2cccc([N+](=O)[O-])c2)nc2ccccc21,CHEMBL4098817,EC50,nM,55.0,EC50,uM,0.055,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1cccc2ccccc12,CHEMBL4063191,EC50,,,EC50,,,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccc2ccccc2c1,CHEMBL4091072,EC50,nM,4300.0,EC50,uM,4.3,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccn1,CHEMBL4101279,EC50,nM,52.0,EC50,uM,0.052,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccco1,CHEMBL4083281,EC50,nM,20.0,EC50,uM,0.02,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1cccs1,CHEMBL4071923,EC50,nM,10.0,EC50,uM,0.01,ChEMBL
CC(=O)Nc1ccc([N+](=O)[O-])cc1-c1nc2cccc3c2n(c1=O)CCO3,CHEMBL4077230,EC50,nM,820.0,EC50,uM,0.82,ChEMBL
Nc1ccc([N+](=O)[O-])cc1-c1nc2cccc3c2n(c1=O)C(c1ccccc1)CO3,CHEMBL4071179,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
Fc1ccc2nc3n(Cc4ccccc4)c4ccc(C(F)(F)F)cc4nc-3c2c1,CHEMBL4092001,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
O=[N+]([O-])c1ccc2nc3n(Cc4ccccc4)c4ccc(C(F)(F)F)cc4nc-3c2c1,CHEMBL4081731,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1,CHEMBL4068723,EC50,nM,21.0,EC50,nM,21.0,ChEMBL
