canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,fuente
Cc1cc(C)c2cc(C#N)c(N3CCN(C(=O)c4ccccn4)CC3)nc2c1,CHEMBL2018586,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
Cc1cc(C)c2cc(C#N)c(N3CCN(C(=O)c4cccnc4)CC3)nc2c1,CHEMBL2018587,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
Cc1cc(C)c2cc(C#N)c(N3CCN(C(=O)c4ccncc4)CC3)nc2c1,CHEMBL2018588,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
COc1ccccc1C(=O)NCCCNc1nc2cc(C)cc(C)c2cc1C#N,CHEMBL1867725,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
COc1cccc(C(=O)NCCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL2018589,EC50,nM,4570.88,pEC50,,5.34,ChEMBL
COc1ccc(C(=O)NCCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1,CHEMBL2018590,EC50,nM,4265.8,pEC50,,5.37,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3ccccn3)nc2c1,CHEMBL2018591,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3cccnc3)nc2c1,CHEMBL2018592,EC50,nM,3019.95,pEC50,,5.52,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3ccncc3)nc2c1,CHEMBL2018593,EC50,nM,13182.57,pEC50,,4.88,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL262627,EC50,nM,707.95,pEC50,,6.15,ChEMBL
CCOC(=O)n1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cc1Cc1ccccc1,CHEMBL4170164,EC50,nM,8511.38,pEC50,,5.07,ChEMBL
COc1ccc(NC(=O)c2cc(-c3sc(NC(=O)C(C)(C)C)nc3C)n(-c3ccc(Br)cc3)n2)cc1,CHEMBL1098166,EC50,nM,3388.44,pEC50,,5.47,ChEMBL
C=CCc1cc(-c2sc(NC(=O)C(C)(C)C)nc2C)nn1C(=O)Nc1ccc(OC)cc1,CHEMBL4166758,EC50,nM,933.25,pEC50,,6.03,ChEMBL
C=CCc1cc(-c2sc(NC(=O)C(C)(C)C)nc2C)nn1C(=O)Nc1ccccc1,CHEMBL4171218,EC50,nM,3019.95,pEC50,,5.52,ChEMBL
Cc1nc(NC(=O)C(C)(C)C)sc1-c1cc(Cc2ccccc2)n(C(=O)NCc2ccccc2)n1,CHEMBL4163314,EC50,nM,758.58,pEC50,,6.12,ChEMBL
COc1ccc(NC(=O)n2nc(-c3sc(NC(=O)C(C)(C)C)nc3C)cc2Cc2cc(Cl)ccc2OC)cc1,CHEMBL4167860,EC50,nM,1000.0,pEC50,,6.0,ChEMBL
COc1ccc(Cl)cc1Cc1cc(-c2sc(NC(=O)C(C)(C)C)nc2C)nn1C(=O)N1CCOCC1,CHEMBL4159943,EC50,nM,1000.0,pEC50,,6.0,ChEMBL
COc1ccc(Cl)cc1Cc1cc(-c2sc(NC(=O)C(C)(C)C)nc2C)nn1C(=O)NCCO,CHEMBL4170227,EC50,nM,3019.95,pEC50,,5.52,ChEMBL
O=C(c1ccccc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL4164907,EC50,nM,87.1,pEC50,,7.06,ChEMBL
CCOC(=O)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Br)cc1,CHEMBL4170137,EC50,nM,302.0,pEC50,,6.52,ChEMBL
CCOC(=O)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1cccc(Cl)c1,CHEMBL4159515,EC50,nM,549.54,pEC50,,6.26,ChEMBL
CCOC(=O)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Cl)cc1,CHEMBL4173592,EC50,nM,891.25,pEC50,,6.05,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Cl)cc1,CHEMBL4162876,EC50,nM,2884.03,pEC50,,5.54,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Br)cc1,CHEMBL4176955,EC50,nM,1905.46,pEC50,,5.72,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1cccc(Cl)c1,CHEMBL4166332,EC50,nM,2290.87,pEC50,,5.64,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL4161828,EC50,nM,1584.89,pEC50,,5.8,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(F)cc1,CHEMBL4169748,EC50,nM,891.25,pEC50,,6.05,ChEMBL
O=C(Nc1nc(-c2ccc(Cl)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4165261,EC50,nM,2884.03,pEC50,,5.54,ChEMBL
O=C(Nc1nc(-c2ccc(Br)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4173166,EC50,nM,4897.79,pEC50,,5.31,ChEMBL
O=C(Nc1nc(-c2cccc(Cl)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4167279,EC50,nM,8128.31,pEC50,,5.09,ChEMBL
O=C(Nc1nc(-c2ccc(I)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4159353,EC50,nM,1202.26,pEC50,,5.92,ChEMBL
O=C(Nc1nc(-c2cccc(F)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4163823,EC50,nM,2089.3,pEC50,,5.68,ChEMBL
O=C(Nc1nc(-c2ccc(O)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4174487,EC50,nM,1819.7,pEC50,,5.74,ChEMBL
O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4160444,EC50,nM,2290.87,pEC50,,5.64,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1cccc(O)c1,CHEMBL4171047,EC50,nM,1202.26,pEC50,,5.92,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(O)cc1,CHEMBL4175544,EC50,nM,3890.45,pEC50,,5.41,ChEMBL
O=C(O)c1ccc(-c2csc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)n2)cc1,CHEMBL4167675,EC50,nM,5011.87,pEC50,,5.3,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(C(=O)O)cc1,CHEMBL4162319,EC50,nM,2884.03,pEC50,,5.54,ChEMBL
CC(=O)Nc1ccc(-c2csc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)n2)cc1,CHEMBL4172995,EC50,nM,5011.87,pEC50,,5.3,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1ccc(Br)cc1,CHEMBL4160001,EC50,nM,3801.89,pEC50,,5.42,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(Cl)c1,CHEMBL4167920,EC50,nM,5370.32,pEC50,,5.27,ChEMBL
O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4163361,EC50,nM,1288.25,pEC50,,5.89,ChEMBL
O=C(Nc1nc(-c2ccc(O)cc2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4171265,EC50,nM,1698.24,pEC50,,5.77,ChEMBL
O=C(Nc1nc(-c2cccc(Cl)c2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4166815,EC50,nM,3981.07,pEC50,,5.4,ChEMBL
CSc1cccc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)c1,CHEMBL4174717,EC50,nM,7943.28,pEC50,,5.1,ChEMBL
O=C(Nc1cccc2cccnc12)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4170223,EC50,nM,2187.76,pEC50,,5.66,ChEMBL
COc1ccc(C(C)(C)C)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2Cc3ccccc3O2)[C@H]1c1ccccc1,CHEMBL4166805,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ncc(C2CCC2)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1C,CHEMBL4173496,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc(C2(C)CCC2)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1C,CHEMBL4162795,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc(C(C)(C)C)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1cccnc1N(C)C,CHEMBL4176858,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc([Si](C)(C)C)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4166244,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
CC(C)c1ccccc1[C@H]1[C@@H](NCc2cccc3c2OC(C)(C)C3)[C@H](C(C)(C)C)[C@@H](C(=O)O)N1C(=O)[C@@H]1CCCCO1,CHEMBL4161726,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ncc(C(C)C)cc1CN[C@H]1[C@H](C(C)(C)OC)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4169655,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc(-c2cccc(F)c2F)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4165161,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1cc2c(cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C3CCCCC3)[C@H]1c1ccccc1)C(C)(C)CCC2(C)C,CHEMBL4173063,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc(-c2cccc(F)c2F)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4165161,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1cc2c(cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C3CCCCC3)[C@H]1c1ccccc1)C(C)(C)CCC2(C)C,CHEMBL4173063,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ncc(C(C)C)cc1CN[C@H]1[C@H](C(C)(C)OC)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4169655,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
CC(C)c1ccccc1[C@H]1[C@@H](NCc2cccc3c2OC(C)(C)C3)[C@H](C(C)(C)C)[C@@H](C(=O)O)N1C(=O)[C@@H]1CCCCO1,CHEMBL4161726,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc([Si](C)(C)C)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4166244,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc(C(C)(C)C)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1cccnc1N(C)C,CHEMBL4176858,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc(C2(C)CCC2)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1C,CHEMBL4162795,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ncc(C2CCC2)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1C,CHEMBL4173496,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc(C(C)(C)C)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2Cc3ccccc3O2)[C@H]1c1ccccc1,CHEMBL4166805,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
CC(C)(C)[C@H]1[C@H](C(=O)c2cc(Cl)ccc2Cl)[C@H](c2ccccc2)N(C(=O)C2CCCCC2)[C@@H]1C(=O)O,CHEMBL4438246,EC50,nM,2520.0,EC50,uM,2.52,ChEMBL
CC(C)(C)[C@H]1[C@H](C(=O)c2cc(Cl)ccc2Cl)[C@H](c2ccccc2)N(C(=O)c2ccccc2)[C@@H]1C(=O)O,CHEMBL4521957,EC50,nM,2660.0,EC50,uM,2.66,ChEMBL
CC(C)(C)C1C(C(=O)c2cc(Cl)ccc2Cl)C(c2ccccc2)N(C(=O)c2ccccc2)C1C(=O)O,CHEMBL4586969,EC50,nM,2720.0,EC50,uM,2.72,ChEMBL
COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL4465098,EC50,nM,1320.0,EC50,uM,1.32,ChEMBL
COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL4465098,EC50,nM,20000.0,EC50,uM,20.0,ChEMBL
COc1ccc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4551092,EC50,nM,820.0,EC50,uM,0.82,ChEMBL
CC(C)(C)C1C(C(=O)c2cc(Cl)ccc2Cl)C(c2ccccc2)N(C(=O)c2ccccc2)C1C(=O)O,CHEMBL4586969,EC50,nM,2110.0,EC50,uM,2.11,ChEMBL
CC(C)(C)[C@H]1[C@H](C(=O)c2cc(Cl)ccc2Cl)[C@H](c2ccccc2)N(C(=O)c2ccccc2)[C@@H]1C(=O)O,CHEMBL4521957,EC50,nM,1970.0,EC50,uM,1.97,ChEMBL
CC(C)(C)[C@H]1[C@H](C(=O)c2cc(Cl)ccc2Cl)[C@H](c2ccccc2)N(C(=O)C2CCCCC2)[C@@H]1C(=O)O,CHEMBL4438246,EC50,nM,2010.0,EC50,uM,2.01,ChEMBL
COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL4465098,EC50,nM,1130.0,EC50,uM,1.13,ChEMBL
COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL4465098,EC50,nM,1290.0,EC50,uM,1.29,ChEMBL
COc1ccc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4551092,EC50,nM,580.0,EC50,uM,0.58,ChEMBL
COc1ccc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4551092,EC50,nM,173.0,EC50,nM,173.0,ChEMBL
COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4533405,EC50,nM,150.0,EC50,nM,150.0,ChEMBL
COc1ncc(C2CCCC2)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4453629,EC50,nM,247.0,EC50,nM,247.0,ChEMBL
COc1ncc(C(C)(C)C)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL4553881,EC50,nM,132.0,EC50,nM,132.0,ChEMBL
COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)OC(C)C)[C@H]1c1ccccc1,CHEMBL4517461,EC50,nM,137.0,EC50,nM,137.0,ChEMBL
COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1,CHEMBL4547279,EC50,nM,213.0,EC50,nM,213.0,ChEMBL
COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@H]2CCCCO2)[C@H]1c1ccccc1,CHEMBL4581904,EC50,nM,346.0,EC50,nM,346.0,ChEMBL
COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1C(C)C,CHEMBL4463048,EC50,nM,35.0,EC50,nM,35.0,ChEMBL
COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1C1CC1,CHEMBL4475985,EC50,nM,66.0,EC50,nM,66.0,ChEMBL
COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1Cl,CHEMBL4546985,EC50,nM,222.0,EC50,nM,222.0,ChEMBL
CCc1ccccc1[C@H]1[C@@H](OCc2cc(C(F)(F)F)cnc2OC)[C@H](C(C)(C)C)[C@@H](C(=O)O)N1C(=O)[C@@H]1CCCCO1,CHEMBL4461428,EC50,nM,48.0,EC50,nM,48.0,ChEMBL
COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1CC(C)C,CHEMBL4570987,EC50,nM,52.0,EC50,nM,52.0,ChEMBL
COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1C,CHEMBL4588847,EC50,nM,105.0,EC50,nM,105.0,ChEMBL
Cc1nc2ccc(N(C)C(=O)Cn3nc(-c4cccc(Cl)c4)c4ccccc4c3=O)cc2o1,CHEMBL4472545,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
COc1ccc2nc(N3CCN(C(=O)c4ccccc4F)CC3)c(C#N)cc2c1,CHEMBL4444352,EC50,nM,11000.0,EC50,uM,11.0,ChEMBL
COc1ccc(S(=O)(=O)N2CCN(c3nc4ccc(C)cc4cc3C#N)CC2)cc1,CHEMBL4444246,EC50,nM,3800.0,EC50,uM,3.8,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccs3)nc2c1,CHEMBL4554422,EC50,nM,14000.0,EC50,uM,14.0,ChEMBL
COc1ccc(C(=O)NCCNc2nc3ccc(C)cc3cc2C#N)cc1OC,CHEMBL1403454,EC50,nM,15000.0,EC50,uM,15.0,ChEMBL
COc1ccc(C(=O)NCCNc2nc3c(C)cccc3cc2C#N)cc1OC,CHEMBL1583913,EC50,nM,15000.0,EC50,uM,15.0,ChEMBL
COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL2018574,EC50,nM,14000.0,EC50,uM,14.0,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)c(-n2cc(CO)nn2)s1,CHEMBL2069648,EC50,nM,1600.0,EC50,uM,1.6,ChEMBL
O=C(O)c1ccc(C2CC(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(OC(F)F)cc3O2)cc1,CHEMBL4558190,EC50,nM,0.5,EC50,nM,0.5,ChEMBL
COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL495336,EC50,nM,300.0,EC50,nM,300.0,ChEMBL
COc1ccc(Cl)cc1Cn1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cc1C(=O)N1CCOCC1,CHEMBL4450801,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
NC(=O)C1CCC(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL4442921,EC50,nM,1400.0,EC50,uM,1.4,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL260775,EC50,nM,2800.0,EC50,uM,2.8,ChEMBL
Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL2103870,EC50,nM,2600.0,EC50,uM,2.6,ChEMBL
COc1ccc2nc(N3CCN(C(=O)c4ccccc4F)CC3)c(C#N)cc2c1,CHEMBL4444352,EC50,nM,4200.0,EC50,uM,4.2,ChEMBL
COc1ccc(S(=O)(=O)N2CCN(c3nc4ccc(C)cc4cc3C#N)CC2)cc1,CHEMBL4444246,EC50,nM,5000.0,EC50,uM,5.0,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccs3)nc2c1,CHEMBL4554422,EC50,nM,14000.0,EC50,uM,14.0,ChEMBL
COc1ccc(C(=O)NCCNc2nc3ccc(C)cc3cc2C#N)cc1OC,CHEMBL1403454,EC50,nM,3900.0,EC50,uM,3.9,ChEMBL
COc1ccc(C(=O)NCCNc2nc3c(C)cccc3cc2C#N)cc1OC,CHEMBL1583913,EC50,nM,3800.0,EC50,uM,3.8,ChEMBL
COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL2018574,EC50,nM,2200.0,EC50,uM,2.2,ChEMBL
O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)CCO2)c1,CHEMBL4467142,EC50,nM,850.0,EC50,uM,0.85,ChEMBL
O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)CCO2)cc1,CHEMBL4453805,EC50,nM,2860.0,EC50,uM,2.86,ChEMBL
O=C(O)c1cccc([C@@H]2C[C@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@H](c3ccccc3)O2)c1,CHEMBL4564745,EC50,nM,20000.0,EC50,uM,20.0,ChEMBL
O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@@H](c3ccccc3)O2)c1,CHEMBL4483334,EC50,nM,280.0,EC50,uM,0.28,ChEMBL
O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@@H](c3ccccc3)O2)cc1,CHEMBL4571017,EC50,nM,300.0,EC50,uM,0.3,ChEMBL
CCOC(=O)c1cc(C)cc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@@H](c3ccccc3)O2)c1,CHEMBL4453036,EC50,nM,1160.0,EC50,uM,1.16,ChEMBL
O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)CCO2)cc1,CHEMBL4453805,EC50,nM,1340.0,EC50,uM,1.34,ChEMBL
O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@@H](c3ccccc3)O2)c1,CHEMBL4483334,EC50,nM,100.0,EC50,uM,0.1,ChEMBL
O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@@H](c3ccccc3)O2)cc1,CHEMBL4571017,EC50,nM,260.0,EC50,uM,0.26,ChEMBL
CCOC(=O)Cc1csc(N(CC)C(=O)c2ccc(Cl)cc2)n1,CHEMBL4764198,EC50,nM,1800.0,EC50,uM,1.8,ChEMBL
CCOC(=O)Cc1csc(N(CC)C(=O)c2ccc(I)cc2)n1,CHEMBL4746459,EC50,nM,3200.0,EC50,uM,3.2,ChEMBL
O=C(Nc1ccccc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL4753652,EC50,nM,1260.0,EC50,uM,1.26,ChEMBL
COc1ccc(-c2nc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)sc2NC(=O)c2ccccc2)cc1,CHEMBL4747670,EC50,nM,1760.0,EC50,uM,1.76,ChEMBL
Cc1ccc(C(=O)c2cnc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)s2)cc1,CHEMBL4781649,EC50,nM,2570.0,EC50,uM,2.57,ChEMBL
COc1ccc(C(=O)c2cnc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)s2)cc1,CHEMBL4779543,EC50,nM,9300.0,EC50,uM,9.3,ChEMBL
CSc1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL4748761,EC50,nM,100.0,EC50,uM,0.1,ChEMBL
O=C(c1ccc(Br)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL4751090,EC50,nM,530.0,EC50,uM,0.53,ChEMBL
CCOC(=O)c1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL4754741,EC50,nM,410.0,EC50,uM,0.41,ChEMBL
O=C(O)c1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL4789667,EC50,nM,7310.0,EC50,uM,7.31,ChEMBL
CNC(=O)c1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL4796083,EC50,,,EC50,,,ChEMBL
CCN(CC)c1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL4786568,EC50,nM,210.0,EC50,uM,0.21,ChEMBL
CCCCCc1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL4796687,EC50,nM,430.0,EC50,uM,0.43,ChEMBL
COc1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL4759522,EC50,nM,450.0,EC50,uM,0.45,ChEMBL
