canonical_key,canonical_smiles,pIC50,fuente
CCN(CC)c1nc(Nc2ccccc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2ccccc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,6.619788758288394,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1,CCN(CC)c1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1,5.698970004336019,"BindingDB,ChEMBL,Papyrus"
CCN(c1ccc(OC)cc1)c1ncnc2[nH]cnc12,CCN(c1ccc(OC)cc1)c1ncnc2[nH]cnc12,5.441,Papyrus
CCNC(=O)C1(C)CCCN(Cc2ccc(-c3ccccc3)o2)C1,CCNC(=O)C1(C)CCCN(Cc2ccc(-c3ccccc3)o2)C1,5.046,Papyrus
CCOC(=O)C1(C(=O)OCC)COC(=O)C1CN1Cc2cc3ccccc3nc2C1,CCOC(=O)C1(C(=O)OCC)COC(=O)C1CN1Cc2cc3ccccc3nc2C1,5.126,Papyrus
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,8.4,Papyrus
CCOC(=O)C1C(C)=Nc2ccccc2N=C1NC(=O)c1oc2ccccc2c1COC,CCOC(=O)C1C(C)=Nc2ccccc2N=C1NC(=O)c1oc2ccccc2c1COC,5.372000000000001,Papyrus
CCOC(=O)C1C(CC)=Nc2ccccc2N=C1NC(=O)c1oc2ccccc2c1C,CCOC(=O)C1C(CC)=Nc2ccccc2N=C1NC(=O)c1oc2ccccc2c1C,5.354,Papyrus
CCOC(=O)COc1ccc2ccccc2c1C=C[N+](=O)[O-],CCOC(=O)COc1ccc2ccccc2c1C=C[N+](=O)[O-],5.092,Papyrus
CCOC(=O)Cc1csc(N(CC)C(=O)c2ccc(Cl)cc2)n1,CCOC(=O)Cc1csc(N(CC)C(=O)c2ccc(Cl)cc2)n1,5.7447274948966935,"BindingDB,ChEMBL,Papyrus"
CCOC(=O)Cc1csc(N(CC)C(=O)c2ccc(I)cc2)n1,CCOC(=O)Cc1csc(N(CC)C(=O)c2ccc(I)cc2)n1,5.494850021680094,"BindingDB,ChEMBL,Papyrus"
CCOC(=O)Cc1nnc2c(Nc3ccc(Cl)cc3)nc3nonc3n12,CCOC(=O)Cc1nnc2c(Nc3ccc(Cl)cc3)nc3nonc3n12,5.4910000000000005,Papyrus
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1[S+]2O,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1[S+]2O,5.226,Papyrus
CCOC(=O)c1c(-c2ccccc2)oc2cc(Br)c(O)c(C=O)c12,CCOC(=O)c1c(-c2ccccc2)oc2cc(Br)c(O)c(C=O)c12,5.516,Papyrus
CCOC(=O)c1c(C)c2c(=O)[nH]cnc2n1-c1ccccc1,CCOC(=O)c1c(C)c2c(=O)[nH]cnc2n1-c1ccccc1,5.724,Papyrus
CCOC(=O)c1cc(-c2sc(NC(=O)C(C)(C)C)nc2C)nn1Cc1ccccc1,CCOC(=O)c1cc(-c2sc(NC(=O)C(C)(C)C)nc2C)nn1Cc1ccccc1,5.070581074285707,"BindingDB,ChEMBL,Papyrus"
CCOC(=O)c1ccc(-n2[nH]c(-c3ccccc3)cc2=O)cc1,CCOC(=O)c1ccc(-n2[nH]c(-c3ccccc3)cc2=O)cc1,5.272,Papyrus
CCOC(=O)c1ccc(NC(=O)Nc2nncs2)cc1,CCOC(=O)c1ccc(NC(=O)Nc2nncs2)cc1,5.027,Papyrus
CCOC(=O)c1sc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc43)c2)c(C#N)c1C,CCOC(=O)c1sc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc43)c2)c(C#N)c1C,5.9910000000000005,Papyrus
CCOC(=O)n1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cc1Cc1ccccc1,CCOC(=O)n1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cc1Cc1ccccc1,5.070000019492821,"BindingDB,ChEMBL,Papyrus"
CCOC(O)c1c(C)cc2c(C=O)n[nH]c(=O)c2c1C,CCOC(O)c1c(C)cc2c(C=O)n[nH]c(=O)c2c1C,5.166,Papyrus
CCOC1Cc2c(c(NOC)cc3c2CCC2(C)C(O)CCC32)CC1=O,CCOC1Cc2c(c(NOC)cc3c2CCC2(C)C(O)CCC32)CC1=O,5.114,Papyrus
CCOc1ccc(-n2c(C)c(C(C)=O)c3cc(O)ccc32)cc1,CCOc1ccc(-n2c(C)c(C(C)=O)c3cc(O)ccc32)cc1,5.728,Papyrus
CCOc1ccc(-n2c(C)c(C(C)=O)c3cc(OC(C)=O)ccc32)cc1,CCOc1ccc(-n2c(C)c(C(C)=O)c3cc(OC(C)=O)ccc32)cc1,6.034,Papyrus
CCOc1ccc(-n2cc(-c3ccccc3)c3c(N4CCOCC4)ncnc32)cc1,CCOc1ccc(-n2cc(-c3ccccc3)c3c(N4CCOCC4)ncnc32)cc1,5.399,Papyrus
CCOc1ccc(CC)cc1[C@@]1(C(=O)NS(=O)(=O)c2cccc3nc(C)ccc23)CCCO1,CCOc1ccc(CC)cc1[C@@]1(C(=O)NS(=O)(=O)c2cccc3nc(C)ccc23)CCCO1,7.522878745280337,ChEMBL
CCOc1ccc(CC)cc1[C@]1(C(=O)NS(=O)(=O)c2cccc3nc(C)ccc23)CCCO1,CCOc1ccc(CC)cc1[C@]1(C(=O)NS(=O)(=O)c2cccc3nc(C)ccc23)CCCO1,6.522878745280337,ChEMBL
CCOc1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1,CCOc1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1,7.669469995980698,"BindingDB,ChEMBL"
CCOc1ccc(Nc2ncnc3ccc([N+](=O)[O-])cc23)cc1,CCOc1ccc(Nc2ncnc3ccc([N+](=O)[O-])cc23)cc1,5.777,Papyrus
CCOc1ccc2c(-c3cccc(F)c3)nn(CC(=O)N(C)c3ccc4nc(C)oc4c3)c(=O)c2c1,CCOc1ccc2c(-c3cccc(F)c3)nn(CC(=O)N(C)c3ccc4nc(C)oc4c3)c(=O)c2c1,5.0,"BindingDB,ChEMBL"
CCOc1cccc(-c2nnc3sc(C4CCCCC4)nn23)c1,CCOc1cccc(-c2nnc3sc(C4CCCCC4)nn23)c1,5.541,Papyrus
CCOc1ccccc1CC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1,CCOc1ccccc1CC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1,6.423658649794207,"BindingDB,ChEMBL"
CCOc1ccccc1NC(=O)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,CCOc1ccccc1NC(=O)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,5.738,Papyrus
CCOc1ccccc1NC(=S)Nc1ccc2c[nH]nc2c1,CCOc1ccccc1NC(=S)Nc1ccc2c[nH]nc2c1,5.244,Papyrus
CCOc1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F,CCOc1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F,7.82,Papyrus
CCOc1nc(C(=O)NC[C@](C)(O)C(F)(F)F)c(N)cc1C(F)(F)F,CCOc1nc(C(=O)NC[C@](C)(O)C(F)(F)F)c(N)cc1C(F)(F)F,7.823908740944319,"BindingDB,ChEMBL"
CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccccc2OC)n1,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccccc2OC)n1,5.74,Papyrus
CCSc1nsc(NC(=O)Nc2cccc(C(C)=O)c2)n1,CCSc1nsc(NC(=O)Nc2cccc(C(C)=O)c2)n1,5.65,Papyrus
CCSc1nsc(NC(=O)Nc2cccc(OC)c2)n1,CCSc1nsc(NC(=O)Nc2cccc(OC)c2)n1,5.375,Papyrus
CC[C@@H](c1cn(-c2ccccc2)nn1)n1nc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnc21,CC[C@@H](c1cn(-c2ccccc2)nn1)n1nc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnc21,6.658675256312446,"BindingDB,ChEMBL"
CC[C@@H](c1cn(-c2ccccc2F)nn1)c1cc(-c2cncnc2OC)c2c(N)ncnn12,CC[C@@H](c1cn(-c2ccccc2F)nn1)c1cc(-c2cncnc2OC)c2c(N)ncnn12,6.75273834467452,"BindingDB,ChEMBL"
CC[C@H](c1cn(-c2ccccc2)nn1)n1nc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnc21,CC[C@H](c1cn(-c2ccccc2)nn1)n1nc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnc21,7.255930777321585,"BindingDB,ChEMBL"
CC[C@H](c1cn(-c2ccccc2F)nn1)c1cc(-c2cncnc2OC)c2c(N)ncnn12,CC[C@H](c1cn(-c2ccccc2F)nn1)c1cc(-c2cncnc2OC)c2c(N)ncnn12,7.950692986606355,"BindingDB,ChEMBL"
CCc1c(C)nc2ccc(Br)cc2c1SCCC#N,CCc1c(C)nc2ccc(Br)cc2c1SCCC#N,5.506,Papyrus
CCc1c[nH]c2cc(NC(=O)c3c[nH]c4ccccc4c3=O)ccc12,CCc1c[nH]c2cc(NC(=O)c3c[nH]c4ccccc4c3=O)ccc12,7.0,"BindingDB,ChEMBL,Papyrus"
CCc1cc(-c2[nH]ncc2-c2ccc(OC)cc2)c(O)cc1O,CCc1cc(-c2[nH]ncc2-c2ccc(OC)cc2)c(O)cc1O,5.449,Papyrus
CCc1cc(SC#N)cc(C)c1NC(=O)CCl,CCc1cc(SC#N)cc(C)c1NC(=O)CCl,5.2620000000000005,Papyrus
CCc1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O,CCc1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O,7.698970004336019,"BindingDB,ChEMBL,Papyrus"
CCc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CCc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,6.522878745280337,"BindingDB,ChEMBL,Papyrus"
CCc1ccc(N(CC)c2ncnc3[nH]cnc23)cc1,CCc1ccc(N(CC)c2ncnc3[nH]cnc23)cc1,5.74,Papyrus
CCc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1,CCc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1,6.096910013008056,"BindingDB,ChEMBL,Papyrus"
CCc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,CCc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,5.769551078621726,"BindingDB,ChEMBL,Papyrus"
CCc1ccc(NS(=O)(=O)c2cn(Cc3ccccc3C#N)c3ncccc23)cc1,CCc1ccc(NS(=O)(=O)c2cn(Cc3ccccc3C#N)c3ncccc23)cc1,6.154901959985743,ChEMBL
CCc1ccc(NS(=O)(=O)c2cn(Cc3ccccn3)c3ncccc23)cc1,CCc1ccc(NS(=O)(=O)c2cn(Cc3ccccn3)c3ncccc23)cc1,6.221848749616356,ChEMBL
CCc1cccc(CC)c1NC(=O)c1c[nH]c2ccccc2c1=O,CCc1cccc(CC)c1NC(=O)c1c[nH]c2ccccc2c1=O,5.823908740944319,"BindingDB,ChEMBL,Papyrus"
CCc1ccccc1NC(=O)CN(C)C(=O)Cn1ncc(Cl)c(Cl)c1=O,CCc1ccccc1NC(=O)CN(C)C(=O)Cn1ncc(Cl)c(Cl)c1=O,5.192,Papyrus
CCc1ccccc1NC(=O)c1c[nH]c2ccccc2c1=O,CCc1ccccc1NC(=O)c1c[nH]c2ccccc2c1=O,6.698970004336019,"BindingDB,ChEMBL,Papyrus"
CCc1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F,CCc1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F,8.096910013008056,"BindingDB,ChEMBL,Papyrus"
CCc1nc(Cl)c(C#N)c2c1CCCC2,CCc1nc(Cl)c(C#N)c2c1CCCC2,5.542000000000001,Papyrus
CCc1nccn1C(=O)c1cnn2c(C(F)F)cc(-c3ccc(C)cc3)nc12,CCc1nccn1C(=O)c1cnn2c(C(F)F)cc(-c3ccc(C)cc3)nc12,5.412999999999999,Papyrus
CCc1nnc2n1N=C(c1ccc(OC)c(OC)c1)CS2,CCc1nnc2n1N=C(c1ccc(OC)c(OC)c1)CS2,6.026872146400302,ChEMBL
CCn1c(=O)c(-c2cccc([N+](=O)[O-])c2)nc2ccccc21,CCn1c(=O)c(-c2cccc([N+](=O)[O-])c2)nc2ccccc21,7.187086643357144,"BindingDB,ChEMBL,Papyrus"
CCn1c(=O)c2c(cnn2C)c2ccccc21,CCn1c(=O)c2c(cnn2C)c2ccccc21,5.662000000000001,Papyrus
CCn1c(Oc2ccccc2F)nc2c1c(=O)n(C)c(=O)n2C,CCn1c(Oc2ccccc2F)nc2c1c(=O)n(C)c(=O)n2C,5.447,Papyrus
CCn1c2ccccc2c2cc(C=NO)ccc21,CCn1c2ccccc2c2cc(C=NO)ccc21,5.471,Papyrus
CN(C(=O)Cc1c[nH]c2ccccc12)C(C(=O)Nc1ccc(F)cc1)c1ccccc1,CN(C(=O)Cc1c[nH]c2ccccc12)C(C(=O)Nc1ccc(F)cc1)c1ccccc1,7.05,Papyrus
CN(C(=O)Cc1c[nH]c2ccccc12)[C@H](C(=O)Nc1ccc(F)cc1)c1ccccc1,CN(C(=O)Cc1c[nH]c2ccccc12)[C@H](C(=O)Nc1ccc(F)cc1)c1ccccc1,7.045757490560675,ChEMBL
CN(C)C(=O)c1cccc(-c2cnc3sc(NCc4ccc5c(c4)OCO5)nn23)c1,CN(C)C(=O)c1cccc(-c2cnc3sc(NCc4ccc5c(c4)OCO5)nn23)c1,5.772,Papyrus
CN(C)C=CC(=O)c1ccc2noc(-c3ccccc3)c2c1,CN(C)C=CC(=O)c1ccc2noc(-c3ccccc3)c2c1,5.4510000000000005,Papyrus
CN(C)CCCN(C(=O)CCOc1ccccc1)c1nc2c(F)cccc2s1,CN(C)CCCN(C(=O)CCOc1ccccc1)c1nc2c(F)cccc2s1,5.249,Papyrus
CN(C)CCCN(C(=O)CCOc1ccccc1)c1nc2ccc(F)cc2s1,CN(C)CCCN(C(=O)CCOc1ccccc1)c1nc2ccc(F)cc2s1,5.597,Papyrus
CN(C)CCCN(C(=O)CCS(=O)(=O)c1ccccc1)c1nc2cc3c(cc2s1)OCO3,CN(C)CCCN(C(=O)CCS(=O)(=O)c1ccccc1)c1nc2cc3c(cc2s1)OCO3,5.77,Papyrus
CN(C)CCCN(C(=O)CCSc1ccccc1)c1nc2cc3c(cc2s1)OCO3,CN(C)CCCN(C(=O)CCSc1ccccc1)c1nc2cc3c(cc2s1)OCO3,5.024,Papyrus
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(CC2CCCCC2)CC3)CC1,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(CC2CCCCC2)CC3)CC1,6.05,"BindingDB,ChEMBL,Papyrus"
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,5.821891432890133,"BindingDB,ChEMBL,Papyrus"
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccsc2)CC3)CC1,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccsc2)CC3)CC1,6.699991797446187,"BindingDB,ChEMBL,Papyrus"
CN(C)c1ccc(Nc2ncnc3ccc(Br)cc23)cc1,CN(C)c1ccc(Nc2ncnc3ccc(Br)cc23)cc1,5.78,Papyrus
CN(C)c1ccc2cc(C(=O)N3CCc4[nH]c5ccccc5c4C3)[nH]c2c1,CN(C)c1ccc2cc(C(=O)N3CCc4[nH]c5ccccc5c4C3)[nH]c2c1,6.920818753952375,"BindingDB,ChEMBL,Papyrus"
CN(C)c1ccnc2sc3c(=O)n(Cc4ccccc4)cnc3c12,CN(C)c1ccnc2sc3c(=O)n(Cc4ccccc4)cnc3c12,5.896,Papyrus
CN(C)c1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F,CN(C)c1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F,7.698970004336019,"BindingDB,ChEMBL,Papyrus"
CN(CCC#N)C(=O)COC(=O)c1ccccc1C(=O)c1ccc(Cl)c([N+](=O)[O-])c1,CN(CCC#N)C(=O)COC(=O)c1ccccc1C(=O)c1ccc(Cl)c([N+](=O)[O-])c1,5.275,Papyrus
CN(C[C@@H](O)C(F)(F)F)C(=O)c1ncc(S(=O)(=O)c2ccc(F)cc2)cc1N,CN(C[C@@H](O)C(F)(F)F)C(=O)c1ncc(S(=O)(=O)c2ccc(F)cc2)cc1N,5.698970004336019,"BindingDB,ChEMBL"
CN(Cc1ccccc1)S(=O)(=O)c1cc(C(N)=O)c(NC(=O)c2cc[nH]n2)s1,CN(Cc1ccccc1)S(=O)(=O)c1cc(C(N)=O)c(NC(=O)c2cc[nH]n2)s1,7.77,Papyrus
CN(Cc1ccccc1)S(=O)(=O)c1cc(C(N)=O)c(NC(=O)c2ccn[nH]2)s1,CN(Cc1ccccc1)S(=O)(=O)c1cc(C(N)=O)c(NC(=O)c2ccn[nH]2)s1,7.769551078621726,"BindingDB,ChEMBL"
CN(Cc1ccccc1)c1ncnc(N)c1[N+](=O)[O-],CN(Cc1ccccc1)c1ncnc(N)c1[N+](=O)[O-],5.457000000000001,Papyrus
CN(Cc1ccco1)c1ncnc2ccc(-c3ccoc3)cc12,CN(Cc1ccco1)c1ncnc2ccc(-c3ccoc3)cc12,5.093,Papyrus
CN(c1cccc(Cl)c1)S(=O)(=O)c1cccc(C(=O)Nc2nc3ccccc3[nH]2)c1,CN(c1cccc(Cl)c1)S(=O)(=O)c1cccc(C(=O)Nc2nc3ccccc3[nH]2)c1,5.207999999999999,Papyrus
CN(c1ncnc(N)c1[N+](=O)[O-])C1C=S(O)(O)=CC1,CN(c1ncnc(N)c1[N+](=O)[O-])C1C=S(O)(O)=CC1,5.553999999999999,Papyrus
CN(c1ncnc(N)c1[N+](=O)[O-])C1CCCCC1,CN(c1ncnc(N)c1[N+](=O)[O-])C1CCCCC1,5.962999999999999,Papyrus
CN1CCC(OC(=O)c2cc3cc(Cl)cc(Cl)c3oc2=O)CC1,CN1CCC(OC(=O)c2cc3cc(Cl)cc(Cl)c3oc2=O)CC1,5.785,Papyrus
CN1CCCCCCC(O)(C(F)(F)F)c2nnc(o2)-c2nc1c(C(F)(F)F)cc2N,CN1CCCCCCC(O)(c2nnc(o2)-c2nc1c(cc2N)C(F)(F)F)C(F)(F)F,6.301029995663981,BindingDB
CN1CCN(CCCNc2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CN1CCN(CCCNc2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,5.509999358109048,"BindingDB,ChEMBL,Papyrus"
CN1CCN(S(=O)(=O)c2ccc(Sc3nnnn3-c3ccccc3)c([N+](=O)[O-])c2)CC1,CN1CCN(S(=O)(=O)c2ccc(Sc3nnnn3-c3ccccc3)c([N+](=O)[O-])c2)CC1,5.686,Papyrus
CN1CCN(c2ncnc3scc(-c4ccccc4Cl)c23)CC1,CN1CCN(c2ncnc3scc(-c4ccccc4Cl)c23)CC1,5.41,Papyrus
CNC(=O)COC(=O)c1ccccc1C(=O)c1ccc(Cl)c([N+](=O)[O-])c1,CNC(=O)COC(=O)c1ccccc1C(=O)c1ccc(Cl)c([N+](=O)[O-])c1,5.996,Papyrus
CNC(=O)c1cc(-c2ccco2)c(C(F)(F)F)cc1N,CNC(=O)c1cc(-c2ccco2)c(C(F)(F)F)cc1N,5.730487055782084,"BindingDB,ChEMBL,Papyrus"
CNC(=O)c1ccc(NC(=O)C2CCN(c3ncnc4sc(C)c(C)c34)CC2)cc1,CNC(=O)c1ccc(NC(=O)C2CCN(c3ncnc4sc(C)c(C)c34)CC2)cc1,5.26,Papyrus
CNC(=O)c1nc(-c2ccco2)c(C(F)(F)F)cc1N,CNC(=O)c1nc(-c2ccco2)c(C(F)(F)F)cc1N,5.730487055782084,ChEMBL
CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N,CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N,6.6020599913279625,"BindingDB,ChEMBL,Papyrus"
CNc1cc(C(F)(F)F)c2nc1-c1nnc(o1)[C@@](O)(C(F)(F)F)CCCCC[C@@H]1CCCN21,CNc1cc(c2nc1-c1nnc(o1)[C@](O)(CCCCC[C@@H]1CCCN21)C(F)(F)F)C(F)(F)F,6.301029995663981,BindingDB
CNc1ccc2ncc(-c3ccc(OC)c(OC)c3)n2n1,CNc1ccc2ncc(-c3ccc(OC)c(OC)c3)n2n1,6.272,Papyrus
CNc1ccc2ncc(-c3cccc(C(=O)N(C)C)c3)n2n1,CNc1ccc2ncc(-c3cccc(C(=O)N(C)C)c3)n2n1,6.772,Papyrus
CNc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)c(-n2cc(-c3ccccc3)nn2)s1,CNc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)c(-n2cc(-c3ccccc3)nn2)s1,5.309803919971486,"BindingDB,ChEMBL,Papyrus"
CNc1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F,CNc1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F,6.76,"BindingDB,ChEMBL,Papyrus"
CNc1nc(Nc2ccc([N+](=O)[O-])cc2)nc(OCC(F)(F)C(F)F)n1,CNc1nc(Nc2ccc([N+](=O)[O-])cc2)nc(OCC(F)(F)C(F)F)n1,7.154901959985743,"BindingDB,ChEMBL"
CNc1nc(Nc2cccc([N+](=O)[O-])c2)nc(OCC(F)(F)F)n1,CNc1nc(Nc2cccc([N+](=O)[O-])c2)nc(OCC(F)(F)F)n1,6.3979400086720375,"BindingDB,ChEMBL"
CNc1nc(Nc2ccccc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CNc1nc(Nc2ccccc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,6.920818753952375,"BindingDB,ChEMBL,Papyrus"
CNc1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1,CNc1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1,7.455,"BindingDB,ChEMBL,Papyrus"
COC(=O)C12CC(NC(=O)c3cc4nccc(-c5ccc(OC)c(OC)c5)n4n3)(C1)C2,COC(=O)C12CC(NC(=O)c3cc4nccc(-c5ccc(OC)c(OC)c5)n4n3)(C1)C2,6.508638306165727,"BindingDB,ChEMBL"
COC(=O)N1C(=O)C(c2ccc(OC)cc2)(C(C)C)N1C(=O)OC,COC(=O)N1C(=O)C(c2ccc(OC)cc2)(C(C)C)N1C(=O)OC,5.3260000000000005,Papyrus
COC(=O)N1C(=O)C(c2ccccc2)(C(C)C)N1C(=O)OC,COC(=O)N1C(=O)C(c2ccccc2)(C(C)C)N1C(=O)OC,5.371,Papyrus
COC(=O)Nc1cc(NC(=O)c2c[nH]c3ccccc3c2=O)ccc1C(C)(C)C,COC(=O)Nc1cc(NC(=O)c2c[nH]c3ccccc3c2=O)ccc1C(C)(C)C,5.455931955649724,"BindingDB,ChEMBL,Papyrus"
COC(=O)c1c(C)n(-c2ccc(OC)cc2)c2ccc(O)cc12,COC(=O)c1c(C)n(-c2ccc(OC)cc2)c2ccc(O)cc12,5.625,Papyrus
COC(=O)c1cc(-c2cccnc2)c(C(F)(F)F)cc1N,COC(=O)c1cc(-c2cccnc2)c(C(F)(F)F)cc1N,6.482804102050026,"BindingDB,ChEMBL,Papyrus"
COC(=O)c1cc(-c2ccco2)c(C(F)(F)F)cc1N,COC(=O)c1cc(-c2ccco2)c(C(F)(F)F)cc1N,6.7447274948966935,"BindingDB,ChEMBL,Papyrus"
COC(=O)c1cc(-c2ncco2)c(C(F)(F)F)cc1N,COC(=O)c1cc(-c2ncco2)c(C(F)(F)F)cc1N,6.619788758288394,"BindingDB,ChEMBL,Papyrus"
COC(=O)c1cc(C2CCCO2)c(C(F)(F)F)cc1N,COC(=O)c1cc(C2CCCO2)c(C(F)(F)F)cc1N,6.335358024443875,"BindingDB,ChEMBL,Papyrus"
COC(=O)c1cc(I)c(C(F)(F)F)cc1N,COC(=O)c1cc(I)c(C(F)(F)F)cc1N,6.441291429466834,"BindingDB,ChEMBL,Papyrus"
COC(=O)c1ccc(C(F)(F)F)cc1N,COC(=O)c1ccc(C(F)(F)F)cc1N,5.422508200162775,"BindingDB,ChEMBL,Papyrus"
COC(=O)c1ccc(CNC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1,COC(=O)c1ccc(CNC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1,6.327902142064283,"BindingDB,ChEMBL"
COC(=O)c1ccc(N)c(-c2nc3ccccc3n(Cc3ccccc3)c2=O)c1,COC(=O)c1ccc(N)c(-c2nc3ccccc3n(Cc3ccccc3)c2=O)c1,6.259637310505756,"BindingDB,ChEMBL,Papyrus"
COC(=O)c1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)c(Cl)c1,COC(=O)c1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)c(Cl)c1,5.568636235841013,"BindingDB,ChEMBL"
COC(=O)c1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)c(F)c1,COC(=O)c1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)c(F)c1,7.769551078621726,"BindingDB,ChEMBL"
COC(=O)c1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1,COC(=O)c1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1,7.853871964321762,"BindingDB,ChEMBL"
COC(=O)c1ccc(NC(=O)c2ccccc2NS(=O)(=O)c2ccccc2)cc1,COC(=O)c1ccc(NC(=O)c2ccccc2NS(=O)(=O)c2ccccc2)cc1,5.343999999999999,Papyrus
COC(=O)c1ccc([N+](=O)[O-])c(-c2nc3ccccc3n(Cc3ccccc3)c2=O)c1,COC(=O)c1ccc([N+](=O)[O-])c(-c2nc3ccccc3n(Cc3ccccc3)c2=O)c1,5.00436480540245,"BindingDB,ChEMBL,Papyrus"
COC(=O)c1ccc2c(c1)C(C)(C)C(C=Cc1ccccc1O)=[N+]2C,COC(=O)c1ccc2c(c1)C(C)(C)C(C=Cc1ccccc1O)=[N+]2C,5.231,Papyrus
COC(=O)c1cccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)c1,COC(=O)c1cccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)c1,7.508638306165727,"BindingDB,ChEMBL"
COC(=O)c1ccccc1NC(=O)c1cc2nccc(-c3ccc(OC)c(OC)c3)n2n1,COC(=O)c1ccccc1NC(=O)c1cc2nccc(-c3ccc(OC)c(OC)c3)n2n1,6.086186147616283,"BindingDB,ChEMBL"
